特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
23484,1043,722,8,-2878,11275
11992,-3482,840,2,2762,17645
16647,-5314,712,5,758,-2324
28878,3276,718,10,-2892,-11224
21550,-2691,747,8,-2334,15915
12318,15160,840,0,16171,20949
3528,16673,717,7,5560,20460
-10998,6225,735,14,-8394,-2513
28275,11886,727,2,-9060,-1282
8343,12236,712,6,8899,20192
24660,8344,734,0,5126,17739
18607,24597,832,15,3441,-12338
8373,18088,726,6,12010,22703
25421,-3781,744,6,-8141,2490
20402,22746,839,15,7636,17002
21127,20645,826,10,20763,20437
14732,21431,847,4,12320,19812
-2998,-753,721,11,-5082,14524
12155,21965,706,12,12494,22278
-2892,-11224,718,14,-2892,-11224
13271,-11623,720,11,-6603,-3097
18779,24443,829,15,2232,-11680
-4046,18808,845,4,-6170,-3870
12163,6966,845,0,11982,19631
7139,-8730,717,7,-5718,1884
10985,19084,717,8,13697,22550
22559,-8911,721,9,-5708,-9037
28802,5207,730,3,-10024,7132
7138,21673,830,1,9261,23022
20478,20237,836,1,20670,20341
28498,3935,742,3,-8345,7032
26850,12717,703,2,5311,-5624
5179,-11461,714,12,-2676,-8208
9263,-4837,715,7,-1211,2278
9298,-12486,740,9,-9162,2527
22251,21027,832,13,19762,20644
9317,20123,705,11,10552,21699
13624,-14547,721,11,-9898,-4605
28576,10570,740,2,-8942,5212
11154,21373,835,10,7034,16144
14703,-11344,716,7,-3657,-6875
18294,18900,747,12,18294,18900
11790,-10224,725,9,-8138,6239
16535,-11636,716,12,9109,-13503
2865,18236,747,7,5271,21029
19941,23881,844,13,-9698,5651
18001,23479,834,14,5119,15864
18996,22661,834,14,10151,18436
-4363,-1327,845,1,-6833,9496
26894,9614,730,0,2,17694
18868,23853,844,12,5758,22372
21474,-1875,704,10,-4272,8258
14767,20478,845,1,15677,21085
21837,20407,835,15,19936,18681
14687,25897,830,14,5218,-12939
2467,-1495,716,14,2467,-1495
27711,10368,727,2,-5168,9868
4567,20039,737,12,4567,20039
11474,-15698,705,14,11474,-15698
13961,21807,729,9,15046,22557
14807,25268,825,14,3628,-6522
6993,22124,840,6,291,9550
14930,-5175,707,7,3064,-3198
27282,14299,716,0,9109,-13503
19088,-6669,733,10,-4002,17748
22466,20605,849,14,20798,20225
25927,10214,717,1,7898,1145
13061,21627,824,6,9536,18051
26821,4334,725,1,-3998,14635
-5834,5732,833,8,1857,-8555
28456,10323,710,1,3470,-13343
10101,17075,742,10,12486,21566
27316,14132,707,2,17480,-12379
21886,20812,838,12,20415,20312
20555,22776,844,15,6314,16400
22992,20513,839,15,21388,20264
14019,23909,837,11,2661,6743
-2189,-9072,726,12,-8639,-2180
-4572,2090,839,3,-4572,2090
228,8529,838,3,228,8529
27753,70,729,10,-9738,691
28819,2747,719,10,-4194,-10553
13739,23460,826,9,4261,13493
27911,10018,723,2,-6788,11510
10942,21642,845,9,10253,1850
6950,2048,735,12,6950,2048
26743,12653,706,2,5247,-4166
1982,7473,707,13,11750,243
19187,954,748,1,5006,20367
1269,25146,738,13,-10525,4214
7058,1318,735,7,3180,5601
3993,1381,708,11,-746,10689
11919,13244,736,2,14047,22250
13144,24409,828,11,756,5413
20911,-5701,725,6,-6275,13581
29322,6239,745,1,-10629,5833
11667,19788,726,8,14495,22724
24593,5939,732,2,4711,20686
4489,-12131,716,12,-3665,-8471
10737,26036,748,15,1468,23006
926,11627,723,11,2788,18835
11875,21403,722,7,12812,22253
15842,23072,728,13,14886,22654
25808,-1044,732,3,-2745,20500
16558,22892,824,11,9536,18051
18829,2664,836,2,7939,10505
4161,13163,836,3,4161,13163
-3795,7615,848,1,-2427,15679
29190,5730,734,3,-7929,-3441
14341,24936,839,7,-1811,4496
28702,9546,718,3,4916,-13278
28873,7687,721,3,-5982,-6423
14587,24015,839,4,11397,23532
23894,4222,725,4,2332,5219
19115,23320,833,13,4077,8409
28800,1459,844,0,-4020,-1984
15582,-4501,716,11,2467,-1495
8569,-7730,710,11,-4681,2405
1092,-9354,725,12,-5692,-4096
12953,20531,829,4,10762,18082
27450,1209,748,1,-3456,19809
-6040,12489,849,3,-6040,12489
1089,25539,737,15,-9715,-1858
16240,-272,720,7,7835,848
-12307,3676,713,13,12770,-13961
28938,4195,720,4,-4983,-9813
15932,22316,746,11,16370,22535
3401,19851,730,15,1808,7179
23105,-5903,746,6,-8345,9051
27752,12692,717,0,-7983,-1918
10720,21741,838,5,12153,924
23529,4991,745,1,3430,14299
23497,19996,846,13,22479,19697
17592,24037,849,9,8137,22821
28622,7646,717,3,-4699,-6240
7537,-5994,735,8,2271,22828
15283,24242,824,14,4788,1395
520,23474,849,10,-8023,-2224
-1926,20356,709,13,-5643,4988
7549,5365,843,3,7549,5365
13427,22710,841,11,7816,4834
-4444,20782,723,13,-7866,-1015
-172,7171,739,9,686,17340
-9784,11691,742,14,-9746,3476
15064,23333,837,14,12298,577
20313,22472,837,13,10069,17818
21815,20917,826,12,20688,20531
13762,24593,847,6,6711,22801
26490,4026,740,3,-2891,8257
17159,-4137,712,11,4218,-2982
29405,7656,747,1,-9643,-1728
26956,-1804,736,10,-8219,-1139
16846,-163,710,4,453,15087
8786,16372,831,3,8786,16372
20998,22786,849,13,7610,21509
26411,-1664,741,4,-8900,6079
10725,18776,730,8,13993,22653
24974,-5638,712,7,12545,-13327
23022,1972,740,1,1491,17768
16552,24819,847,12,-5016,245
15507,23556,827,7,5284,14700
28953,2862,748,8,-9165,-1951
28882,6383,714,8,-151,-12583
26375,2131,825,0,1747,1875
1414,23585,723,13,-6648,12324
28480,2557,716,6,-1976,-10758
18309,23644,848,12,3765,17775
16031,-13035,709,14,16031,-13035
13394,23013,715,13,11921,22052
-7447,-3453,744,11,-9235,11398
13736,-8348,716,7,-854,-3586
10139,-2778,747,6,927,18070
11011,-15394,735,5,-8817,-6256
12600,20345,734,8,15036,22595
14178,19137,716,5,14430,20104
27985,10836,739,0,-5364,11257
-5177,22257,724,13,-11257,-1650
16109,-4372,717,9,-764,1434
8930,15025,713,3,11917,22352
25517,3680,714,3,-3297,10663
26129,-4644,744,6,-10905,2512
-7140,11262,734,14,-6725,4621
-2633,12243,711,13,4904,-2092
9494,20893,721,5,11346,22536
26666,-3551,741,6,-10027,422
17197,24347,842,5,5127,22028
27450,6980,747,2,365,19320
24310,6521,711,6,10614,559
15593,875,748,1,6962,21674
26207,10136,722,1,7320,881
13046,3100,748,3,7392,20602
1946,19586,832,3,1946,19586
5849,14784,828,3,5849,14784
12838,-5573,838,2,1328,17846
6038,22832,725,13,1267,16913
-3739,18110,707,13,-3940,487
19335,23063,843,13,6543,5210
28062,3156,720,4,-6423,-4014
5787,2084,744,10,4527,20573
3422,-864,835,3,3422,-864
6488,19227,723,14,6488,19227
2527,25012,736,15,-7881,2897
8447,14946,703,4,10330,21518
28921,8843,714,3,252,-13445
26781,7221,724,3,-123,2231
20835,20553,841,8,20409,20483
-684,6506,705,12,-1659,10407
28132,1723,744,3,-7967,13095
-7347,11585,747,12,-7347,11585
27702,11460,719,2,-5540,1253
7545,22964,730,13,3213,18256
3414,24553,842,10,-8689,7038
28812,6188,709,6,13520,-13274
6901,-10611,838,1,-3047,-4736
13565,24606,846,6,6405,22662
12338,22614,843,9,6543,5210
-6109,-7019,746,7,-10537,6253
1985,-11727,742,5,-10010,4126
28788,7117,733,1,-9705,7064
28110,10027,728,0,-4207,18967
11030,21175,840,4,7511,17495
348,14257,735,7,2322,18550
29110,3634,727,6,-468,-12965
23535,-6029,712,9,201,-10420
-8015,8010,710,14,-8015,8010
24443,7624,733,0,5991,20399
15763,-11906,711,7,-3208,-8776
11564,17046,826,3,11564,17046
18107,-3785,731,6,-2562,14751
19086,22345,849,7,12647,19958
26068,7823,723,2,880,17516
13319,-1160,723,5,2646,4455
28130,12332,721,2,-6041,-8026
12324,20937,833,10,9021,16749
2888,25002,737,15,-7492,3955
13878,24059,834,5,1761,9602
16108,9111,736,3,10177,17138
24076,4562,731,8,1739,7560
28794,3158,717,10,-2771,-11028
20055,21488,827,9,18065,20778
28590,2106,730,6,-5257,-7908
11210,22428,715,13,9297,20480
22415,-8691,710,11,3470,-13343
23561,1242,744,8,-1114,9446
28503,3714,720,8,-8985,-2020
9984,20098,713,9,11658,22045
18827,20527,840,1,19175,20747
-4556,20700,723,15,-4851,-5431
15356,25044,827,14,1358,-3244
8721,-2057,736,5,1115,4580
20531,23115,831,13,9512,23105
23100,3471,741,10,5394,3517
15148,-7941,740,4,-2235,19747
9277,17401,714,10,11812,22018
-725,19994,715,13,-3631,5953
13788,25380,842,11,-3783,1514
28457,12130,742,0,-10414,2913
22012,-10043,711,5,-2332,-12733
-2539,5731,704,14,-2539,5731
8111,9273,738,6,7938,19530
25146,3421,844,0,6422,5522
3072,21900,735,13,-1411,6649
15711,24541,836,5,757,17139
28447,922,844,0,-5268,1495
16124,25155,835,14,-1758,-5141
6106,23576,838,4,-1651,16977
14724,21253,833,10,12228,18960
26633,13184,715,0,3293,-728
12127,20454,747,8,15252,22836
5054,20699,748,12,5054,20699
27868,6119,708,1,-8447,6475
27070,12732,716,0,-1759,162
23784,5375,829,2,13850,4257
-2596,11515,715,14,-2596,11515
-3371,-5944,748,5,-8325,10755
-7251,-7245,723,14,-7251,-7245
10021,16215,709,1,12771,22429
19204,-4574,747,4,-2667,16381
28018,-1142,844,0,-8022,7935
24774,6080,718,10,8567,158
10078,-2237,739,6,686,17340
7055,20542,843,10,2510,9301
29231,5991,719,8,-3207,-12331
9382,23481,728,15,4995,19556
-7194,18090,711,15,-844,-9359
19849,701,735,3,2179,17369
-5207,3909,744,9,-2609,18613
25987,6669,707,8,5171,-2259
19461,3288,721,3,3890,16871
-4257,-5030,746,11,-8345,9051
-5767,10092,835,8,-1758,-5141
1335,19934,845,4,-3511,5257
17951,116,824,2,4229,10346
10189,5221,716,10,5487,18082
27624,13610,716,0,-1915,-11632
6998,-5334,730,5,-3987,8600
16761,23046,747,13,15418,22556
14790,-7681,839,2,-1316,17446
25881,11281,745,2,6934,8087
15569,24900,831,7,-1045,15860
765,8895,727,11,1649,17490
17002,17076,841,2,18131,19314
28054,12385,719,2,-5250,-8632
16673,24383,838,7,1328,17846
-6800,20467,719,15,-4393,-10103
4939,16295,827,10,6090,3726
22604,-8260,717,7,6455,-13427
27931,-1376,745,8,-11561,10092
27680,-1597,747,10,-9469,-821
19053,23456,825,15,4261,10688
-8422,18350,721,13,-5193,-9255
-1616,7788,739,11,-955,15234
28726,8525,717,1,-7598,-4675
21929,21202,826,13,19320,20725
-5031,13729,723,11,453,22052
-9485,16559,717,13,-2771,-11028
24104,4716,715,1,-138,13284
13840,-4115,722,10,-992,18278
9424,20204,708,12,9850,20885
19624,23443,837,13,1394,12152
8182,-7135,721,5,-5187,6025
139,20533,727,13,-3511,6019
-5403,12564,721,11,-188,21572
-5495,15986,841,4,-2665,-7558
15291,-3391,738,4,-213,17250
14694,23031,741,15,12387,21527
5592,25990,826,9,10093,-14646
-6364,6376,708,14,-6364,6376
3218,1244,725,9,-495,15505
13278,25968,832,7,-5975,-2549
-1530,13492,835,8,-1118,2024
-6009,17583,830,6,5218,-12939
8606,26588,832,5,7166,-14562
12876,12579,744,0,14818,22346
3439,-9712,712,7,-8402,3923
11840,21991,724,11,13072,22797
18612,-12154,716,7,-1764,-12020
18187,17897,727,10,17548,18962
20496,23477,848,15,-8000,2314
27393,10992,706,2,-5270,2914
19381,20957,836,8,18825,20755
19517,23562,829,13,2642,16962
21363,-5312,727,10,-5792,14742
18915,-9859,721,5,-3821,-6845
5156,9941,835,1,4999,13932
252,15342,725,12,1286,18127
19897,19352,828,6,19507,18650
26855,2210,718,3,-6672,13505
12962,20396,847,3,12962,20396
12538,-6283,714,7,-81,-1389
15246,-8354,711,5,-3596,-2378
20028,23427,839,13,1517,17166
-4822,11164,827,4,3014,-7420
17374,17904,704,10,16616,18927
26630,-1468,741,4,-8966,5078
18540,24177,830,13,352,-873
13228,25327,848,9,-5337,4896
24180,1066,723,8,-3720,10657
24623,-5865,717,5,5850,-13463
7961,24656,736,13,302,18662
13769,24769,847,9,-2013,9404
26975,12650,718,0,-1030,1985
-1068,-11763,741,7,-10000,-187
25361,-3491,739,10,-8849,4375
-2651,11746,832,8,-671,-476
6614,-3061,838,2,4072,20670
12165,22263,837,7,11685,1674
7378,19095,709,9,9556,21964
20571,23487,847,15,-7883,11230
28738,6056,709,4,4412,-13588
18998,20391,827,1,19241,20581
11014,20873,719,5,12434,22197
23688,5008,713,1,701,13209
26485,11605,741,2,5944,4337
15050,-3749,731,10,-369,17830
19868,23779,842,15,-4748,-95
26486,2392,737,3,-4857,11104
10811,-2842,728,6,1316,19010
15541,6530,720,0,11194,22503
15259,21929,842,10,12181,20033
2692,25698,748,13,-10711,7042
8323,26125,825,5,6258,-13232
19309,-9829,710,7,1901,-11250
-4884,21504,716,15,-7045,-5528
28918,3427,827,0,3014,-7420
28778,5310,714,8,-4577,-9259
24852,-3711,845,2,-4318,3728
1093,-4653,725,7,-5810,9029
7808,-8760,719,11,-6135,3356
5927,-14459,717,12,-3474,-11434
22516,-3687,707,9,4101,-7316
6538,-11662,727,7,-8620,1845
13946,26220,828,14,10748,-14789
19603,-3945,847,0,2626,18885
5739,-3307,708,9,-3307,11319
-3114,1765,736,7,-4440,10110
15670,23358,831,5,6451,16521
19269,23807,830,13,-379,13317
13490,23054,716,13,12053,22134
8460,-1338,744,9,381,8118
15276,4159,722,3,6349,19070
21954,20672,846,11,20640,20284
7657,-1847,727,7,-199,6155
12426,-11162,718,7,-4957,-4236
27734,13096,710,2,3747,-14018
27025,8047,743,2,-521,15866
28738,7129,717,3,-7019,-4321
19904,-10936,727,11,-2825,-10387
8495,12828,717,10,9606,20666
3836,23198,739,13,-3239,8480
19016,23058,846,13,10194,2211
15622,22648,827,5,8367,15613
15777,23105,736,15,14047,22250
28418,5136,719,8,-4916,-6099
28250,5169,737,1,-7418,8482
27879,-537,722,6,-10228,-2278
9506,17257,833,3,9506,17257
19869,19705,832,0,20916,20422
9399,20744,825,11,15015,928
10753,16172,735,1,13881,22254
25833,-774,721,6,-6805,1496
28807,11071,743,2,-10528,2284
12610,22172,743,5,13665,22801
11594,-14367,730,11,-10476,-1087
16916,24778,848,12,-6109,4032
16291,23277,835,11,6765,16426
18123,17599,713,3,17022,18934
11046,4170,742,11,7282,7445
-10487,12370,705,13,1688,-11790
17930,1009,828,1,14323,1133
19857,21008,840,4,19175,20747
17260,23333,847,9,8842,20322
133,21937,842,10,-5261,-2338
-2599,22104,728,13,-8837,2739
-5563,2201,747,11,-5488,13736
21488,18815,828,12,21455,17541
19563,23386,839,12,11397,23532
24592,-6768,703,7,11311,-14457
14791,-3561,728,4,802,19949
-3089,14331,833,3,-3089,14331
5751,17708,829,6,5795,4410
8487,8319,738,4,8032,20069
14373,-10780,826,1,4620,-10102
22853,-3929,741,8,-4895,15752
17641,23468,828,14,6005,15829
22221,20616,836,7,21334,20321
18230,23884,834,14,3754,18434
25699,7677,744,0,4054,19433
17304,24182,843,7,2832,19392
-5454,7487,733,11,-1651,19750
-7254,-5754,748,7,-10606,7716
20438,-2147,741,8,-1631,15348
-974,23960,736,13,-8305,-1980
9375,13856,711,3,11421,21899
-4976,863,704,14,-4976,863
5396,23777,730,15,-1741,15044
18790,22373,847,11,12320,19812
-5285,9799,826,4,4132,-8541
13951,22967,828,14,14323,1133
19782,23642,837,15,-2658,7955
28102,10496,733,0,-4002,17748
10955,9399,834,2,11484,18651
11894,19787,725,8,14571,22648
14686,-2719,846,2,2860,15724
11679,23659,748,13,7392,20602
4646,-9784,725,11,-8138,6239
-10839,5241,746,12,-10839,5241
9663,-5813,709,11,-2503,2419
18736,-11293,725,7,-1352,-10885
27771,6427,741,1,-3445,5172
16371,17098,743,1,16282,20124
11645,5951,742,3,8693,20545
17739,-8435,717,9,-5549,-1598
2354,-13975,716,12,-6634,-9216
8393,23832,725,15,3207,19311
9963,21380,828,11,13878,659
26693,8663,711,3,4904,-2092
27168,14114,705,0,7488,-13572
15318,23107,731,15,13854,22416
6743,22553,714,15,2491,16415
10620,7169,741,8,8364,19728
22372,20442,839,11,21591,20135
25190,-5356,742,10,-10491,7869
985,4125,727,5,-125,16217
26181,11337,727,0,2075,11804
28396,5124,709,4,431,-10699
-6825,-76,717,14,-6825,-76
27616,118,745,8,-9454,7005
28600,8658,709,8,13010,-13412
24806,6899,728,8,6045,3501
15244,25264,848,7,-6109,4032
11545,25742,831,5,-3073,-3667
15910,-11989,732,9,-10547,2898
1739,17913,844,3,1739,17913
-9198,15797,724,13,-426,-11284
26319,2845,722,3,-4661,13103
10782,1086,743,11,5533,4860
14534,25259,830,11,-3718,12525
1422,14470,728,7,3838,19932
20237,23492,841,13,-635,18315
10383,19603,736,9,11686,21340
-3740,-410,841,3,-3740,-410
28728,4538,725,8,-8454,-3756
11689,18512,745,6,13812,21752
18326,147,716,11,9207,-114
17716,22705,846,5,10505,18947
23668,-7066,716,9,-1976,-10758
29508,1625,833,0,-6276,-5526
12415,2313,724,3,6856,21422
29160,7550,724,3,-8719,-5697
26190,3377,744,3,-2701,10467
25006,9490,719,0,3630,16369
27985,-1388,844,0,-8477,8768
28956,4710,718,4,-2710,-11330
1686,22451,840,6,-4047,-1639
27532,3769,704,10,2252,-9134
9309,-14235,717,14,9309,-14235
17713,3839,716,3,5067,17626
6155,11160,829,1,6303,14709
-547,-4400,729,7,-6302,10503
14194,21697,748,9,15171,22341
-1877,21317,848,8,-9293,9606
21031,6407,744,2,8741,20076
10187,-4895,834,1,3726,-1275
22872,20444,832,13,21678,20066
5306,19710,708,14,5306,19710
24446,3552,717,3,-1594,12202
24853,6305,716,10,9207,-114
21542,5245,735,10,8281,6017
5192,25419,728,13,-3168,20025
17758,24571,847,14,-5982,3191
23318,-762,739,4,-3239,8480
17028,24608,840,14,-2745,1516
28972,5821,705,4,3629,-15090
20034,23806,845,13,-9669,6671
27258,12323,723,0,-3529,4274
7932,20162,734,14,7203,18930
27950,-1087,745,10,-8799,-2781
25878,-2836,849,0,-4198,14234
-4788,11448,837,8,-2162,-3207
22636,20320,845,11,21752,20113
26500,12497,742,0,5740,4597
13540,13920,840,2,14918,19051
24647,-5758,720,5,5673,-13163
20230,22976,837,13,6706,18595
18859,-3435,707,5,4753,-3868
26998,8814,721,1,694,751
19046,23948,832,13,-2316,4844
26200,-37,706,10,-6807,-888
26713,8125,728,1,-14,5024
29011,8539,710,3,-1448,-13186
26274,7420,730,1,-389,7598
9982,19314,708,6,12424,22483
23116,3828,745,4,4261,5818
27739,11299,708,0,-8650,8877
25076,-6466,704,11,9837,-15079
27791,11425,721,0,-6975,11050
-8780,-3456,737,14,-1328,-10581
27516,7549,708,1,-4223,1114
18633,22574,842,7,12181,20033
302,19094,831,10,-317,-1065
20426,3940,726,1,4627,17970
13387,21888,721,11,14228,22514
-5875,15265,709,15,2939,-6696
3590,24736,725,13,-4884,17135
28305,1658,834,0,-3072,-1465
21017,22810,838,13,11165,23495
28770,2727,712,10,-3993,-11041
14766,24492,830,11,708,13745
19080,24113,837,13,-2161,-1986
10519,-9010,716,9,-7232,6536
27846,6783,703,1,-7592,2604
12291,21695,711,7,13095,22372
28742,7715,712,4,12545,-13327
-4007,15710,825,4,-2647,-3793
28724,7385,720,8,4230,-12639
11810,3327,716,12,9278,4254
23651,8243,709,2,4084,16102
5049,5753,706,11,2338,12791
8701,26280,824,9,-2281,-8774
18381,24076,844,12,3028,20632
-3247,-9500,738,12,-3247,-9500
22068,-5336,717,10,-7540,13002
17735,246,722,5,7218,1249
23742,487,726,8,-3423,12292
22242,20492,837,5,21477,20198
6335,-8967,707,5,-7637,5840
-7998,10525,748,12,-7998,10525
9324,-14527,727,12,-468,-12965
-1305,-3083,840,1,-5538,6386
22122,20447,843,9,21167,20164
17956,18584,733,11,17772,19023
16577,21759,825,6,14358,20482
10299,13540,731,9,9911,17726
17625,21877,843,10,15433,21046
-1271,12022,704,15,8103,-1288
7198,21549,847,4,1587,14551
21916,20925,843,15,18269,19335
28825,8618,725,1,-8206,-3081
4172,20115,826,6,1034,4410
26975,12256,732,0,-380,6938
10078,25539,834,9,-1374,-5185
28535,8668,703,4,17915,-11515
6525,5868,846,1,4949,10278
19975,22492,827,13,10473,17820
14741,24841,829,9,1068,18619
14258,22119,728,7,14953,22564
24676,7083,718,4,8617,1451
-10725,14643,715,13,-130,-12887
25676,270,711,8,-7669,8773
22101,2334,732,10,1679,7931
126,24032,736,15,-5613,-3320
23279,1624,731,10,-314,6479
28219,8785,740,0,-2235,19747
23623,8961,709,0,4555,16769
10688,-13048,725,5,-10390,2608
3373,22012,741,14,1590,20105
17935,24201,849,7,4696,21763
1744,13397,824,8,2272,5050
-3723,23108,741,13,-4565,-9809
25642,7156,726,3,2191,5607
19282,23266,831,13,3786,11466
28201,303,740,10,-5530,-6784
14708,24311,830,7,1063,10838
11812,-4663,723,9,-2582,6698
28418,882,736,4,-8256,-4655
18944,24401,829,15,-3851,-6488
2787,14746,835,8,2306,6747
10515,3371,845,3,10515,3371
1467,1633,741,5,-1560,11473
13647,25950,849,5,-8023,-2224
28030,13268,735,0,-1014,-11398
16434,22432,740,12,16434,22432
21142,21243,840,11,19175,20747
16306,22441,745,12,16306,22441
17071,19080,826,3,17071,19080
28887,5271,714,4,-89,-12659
28783,5143,715,8,-5342,-8532
8330,-9748,708,11,-6586,1482
19930,20541,826,3,19930,20541
17492,18460,719,5,17245,18939
-1311,-10344,713,14,-1311,-10344
26889,2971,715,4,-4203,-1596
463,22708,713,15,-6221,7080
-11265,14374,709,15,5802,-14612
28052,-1323,844,0,-8593,8474
22548,5577,733,0,8504,22334
9915,12202,708,1,11015,21786
15438,25476,844,7,-8022,7935
11726,11391,836,2,12645,18981
10035,24223,834,4,4170,21631
23013,1090,713,8,-2740,10521
1137,9923,708,15,11453,303
-3116,-3086,826,3,-3116,-3086
20954,23081,848,15,1919,20724
18428,23784,834,7,10247,23290
4579,-10064,829,3,4579,-10064
2307,-13274,711,14,2307,-13274
-7986,4433,840,3,-7986,4433
25856,234,720,8,-7114,10361
27446,11684,735,0,-2466,5448
-1745,-7714,729,12,-7564,-1229
20053,23138,849,13,550,5465
15760,-4061,719,5,1345,-181
3810,23788,847,6,-6377,2454
3003,24563,723,13,-5376,16348
3883,21494,716,13,-9,13653
15832,14609,705,2,13618,19811
8469,15797,828,3,8469,15797
26801,14860,703,0,17821,-11249
9256,1181,745,11,4261,5818
-11711,1401,703,15,17915,-11515
25277,7364,719,2,2010,17806
22244,2216,722,3,753,15952
12228,-5207,716,11,-481,916
19369,19603,837,2,20324,20349
22984,-3808,720,4,-6315,14556
25699,5905,745,1,544,10020
28836,3371,724,4,-8719,-5697
20130,18472,840,1,20243,18707
17846,21185,824,12,14474,15908
20633,-1539,712,4,-2656,13311
27691,2619,714,10,-2573,-6975
-269,19631,844,8,-5386,9392
8223,378,731,7,1739,7560
15457,18285,733,6,15706,20319
24425,9277,714,0,4766,17211
26581,6343,729,1,-2549,9973
13322,25372,824,12,4214,-6898
9467,14664,718,3,12310,22193
10086,-8657,741,10,-1889,20060
12994,25557,834,5,-5674,3172
-4000,9162,748,12,-4000,9162
14720,22487,729,12,14979,22660
5499,22262,748,13,376,9811
14110,20313,747,3,16453,22431
4147,10442,831,8,6641,3532
20558,-2524,704,9,4575,-4232
6939,22950,833,10,-995,13255
15017,23384,824,7,5768,13382
19116,22443,833,14,12228,18960
28329,10892,716,1,7553,-13331
-3920,10405,733,14,-3920,10405
27715,7867,706,1,-5055,-808
26088,8700,722,1,2812,4083
3207,-9429,828,3,3207,-9429
13776,22230,734,12,13776,22230
7627,20211,835,6,4045,9158
3559,-3564,706,14,3559,-3564
-6691,13431,824,10,6699,-11824
-2791,-8709,836,3,-2791,-8709
11125,26376,835,11,840,-11059
6949,23040,830,6,-1437,11684
23105,-5554,703,5,5920,-11368
4942,14002,849,3,4942,14002
7949,18636,746,7,9043,20304
13027,22579,713,14,13027,22579
-7109,2842,703,14,-7109,2842
5864,-6743,730,7,-4411,4874
22058,-5182,720,4,-5899,16512
25004,2832,705,6,2317,-2388
15511,23466,843,11,4326,12030
5849,-3240,718,5,-3081,9160
15636,-541,727,4,1689,17301
14552,22416,833,11,7969,9789
13505,21290,748,7,14088,21750
5276,5930,824,8,10339,444
17543,970,849,0,7268,16948
28595,4037,743,3,-8580,6580
28326,11733,737,0,-9391,5290
26590,6312,745,1,-690,8162
10340,7985,836,2,10494,18682
13600,21286,839,10,10361,18080
9580,20863,827,10,5734,14531
13357,22503,707,14,13357,22503
15755,24513,835,9,3953,20524
13027,10024,730,10,9793,17606
10578,1058,734,10,3003,17067
-333,24659,729,15,-11251,4311
13057,23110,710,15,11280,21867
9954,-15039,708,12,636,-14211
11951,22779,718,15,9732,20751
27672,1489,719,10,-6315,-4147
-4261,7572,708,12,-4581,12132
8362,21675,748,14,7392,20602
-4839,20772,719,15,-4916,-6099
16289,24337,844,5,1739,17913
5781,-6188,719,9,-5211,11422
28665,8099,725,1,-8503,75
4468,23632,839,6,-5493,5622
9788,23624,845,4,3447,19923
29321,6122,746,1,-10776,5919
10634,26309,829,11,2232,-11680
-9905,2013,741,12,-9905,2013
11529,25826,828,11,-1492,-5607
13784,23328,707,15,12302,22461
19242,24339,840,15,-199,-11805
17121,22917,741,15,15934,22441
-1206,3809,714,7,-2264,14232
20172,22079,846,14,13224,19683
25836,11533,740,2,7524,7007
-6920,20414,734,13,1987,-13583
16797,23197,843,7,6335,15550
20962,1820,706,5,12412,-952
-6503,10583,742,12,-6503,10583
29148,6626,740,1,-9813,2259
21705,21120,844,12,19501,20688
-1807,18087,836,4,-3767,-97
21040,20400,838,8,20809,20284
28095,11611,707,1,14584,-12966
24877,10084,708,3,10880,3179
14155,25915,839,11,-8726,3916
26032,-1682,834,2,-803,-2019
16308,22759,838,9,9245,17827
7431,19155,842,6,5328,7080
21450,-500,748,4,-917,11221
19602,24059,847,13,-5886,-4952
11631,-12549,737,9,-8517,-215
16656,18545,824,1,16919,19052
28516,5698,719,8,-2575,-8202
19492,-11813,716,5,-6634,-9216
20969,21797,843,13,13524,18648
28506,2266,835,0,-1319,-3263
9190,-8913,718,9,-7238,8034
1875,-14967,714,14,1875,-14967
11554,23945,733,13,8504,22334
-1485,13170,743,11,1032,18913
22329,20896,827,13,20572,20518
26614,-3538,841,2,-5813,-998
5714,-2396,840,2,4684,21130
20135,1781,712,8,614,12840
15968,25203,847,7,-6476,11026
7688,-14400,731,7,-10669,-347
14703,25339,839,7,-5493,5622
13761,-3077,719,5,1061,2388
28948,3663,741,8,-6240,-6029
20429,21530,846,14,15505,19275
-5046,-8288,745,5,-10634,10683
9559,-4524,722,7,-893,2678
-2120,3200,713,7,-3508,14706
10306,16405,727,3,13409,22367
25947,6523,707,1,-2180,7049
13087,20439,748,10,15236,22396
19626,23221,832,15,4693,13001
20645,-4533,719,10,-5501,13396
2765,-13418,740,11,-9701,-1014
11540,-12363,724,5,-9523,1774
12823,21955,741,14,12387,21527
15743,22165,747,9,16443,22507
5321,17140,737,13,7972,6386
29234,3497,826,0,3512,-9358
9681,815,745,4,4343,19828
16344,23836,839,12,2561,7619
24209,-7680,849,2,-9093,10545
18417,21631,844,10,16637,21016
-6471,-6562,732,12,-11160,2103
28371,3794,707,6,3965,-12699
2270,-2778,706,11,-4221,9385
20750,22766,841,15,7549,19398
22709,20265,836,12,21915,19958
12505,25579,845,9,-5464,2286
-2414,-7161,839,1,-8726,3916
21100,5444,731,0,9278,22254
12113,-33,743,5,4930,4091
24327,-37,738,3,-2152,16300
15477,25178,835,12,-3441,-784
24459,-5227,748,4,-8064,14247
22237,20968,829,13,20149,20496
