特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
15046,24618,831,9,1939,18755
19850,20847,828,4,19323,20571
5706,23810,827,6,-4187,10611
12081,25573,835,9,-5822,3988
19570,20466,849,3,19570,20466
19612,22576,848,14,10812,19187
20445,20401,833,3,20445,20401
1137,20516,728,13,-2479,7562
-3975,22667,733,15,-7299,-6675
5230,-2197,735,11,-661,4933
9238,2617,704,10,3215,18138
25887,4589,720,1,-2581,13561
10071,19019,706,10,12417,22356
-2554,11436,746,12,-2554,11436
-5282,3528,717,14,-5282,3528
19838,2611,703,8,1154,11489
-5262,7441,722,12,-5314,12751
3293,-728,715,14,3293,-728
26550,-2747,717,9,8274,-13459
13535,22077,849,10,9299,18748
4271,23477,737,15,-2693,6528
25163,3919,712,3,-2779,10012
-3984,8221,704,13,8195,-4903
-4257,-2948,719,5,-6209,15987
21775,-10511,705,7,3717,-15160
20819,-10753,712,7,2065,-13837
17104,24623,849,12,-5378,5634
22345,20993,836,15,19920,20449
11027,19545,835,8,9298,17083
1993,20046,738,14,504,17542
23332,3734,739,8,2782,7032
-617,3002,715,11,-2061,14656
-7993,-6168,745,12,-7993,-6168
13081,24233,839,11,2350,822
2701,17226,824,4,1245,6124
2291,14213,827,4,4081,2544
16413,-6109,743,6,-3688,14523
5822,7118,834,4,13085,231
24727,2422,745,3,-1095,13179
-3392,15872,747,11,672,21256
2121,15193,746,5,4565,20021
5091,-1085,718,12,1326,1941
-1594,15863,728,12,-163,18922
20115,-1514,738,8,-1176,14809
3240,-13078,747,11,-9381,-250
22336,6919,729,2,7138,19630
-9902,6957,746,12,-9902,6957
17937,-12573,829,1,7430,-14412
-6502,-845,716,14,-6502,-845
10772,3844,738,4,5712,18510
25284,4820,721,8,625,3330
9319,16105,715,8,11921,22052
11117,19892,706,10,13234,22459
3331,18467,742,13,5160,3798
25725,13495,704,2,12631,102
8668,20909,827,4,4950,16030
27488,10932,712,2,-5051,3698
7737,15530,707,8,10857,22329
632,20829,711,13,-3428,9097
12072,22863,704,13,10472,21570
18510,-2934,721,10,-2410,14006
13149,-15265,729,11,-11122,-3277
8728,24854,825,9,2133,-4913
24623,3666,838,2,11451,1830
2476,16636,745,7,4254,19643
26059,5153,824,2,15806,-93
23479,2068,709,8,-2304,8067
28904,8782,714,3,-89,-12659
5909,4882,836,1,4044,9516
28961,6971,705,8,3717,-15160
-7048,7438,728,12,-6566,13388
12378,24421,844,4,7336,23155
17856,23317,832,14,6644,15443
14683,24744,830,11,-379,13317
-6122,17610,748,14,-8253,11672
16259,11695,827,2,14692,16169
26303,6520,743,2,1782,19024
1151,21585,837,10,-4067,625
17723,19006,827,0,19241,20581
-1320,18942,707,15,-1216,1984
21879,20873,840,12,20219,20410
-10728,-1862,728,14,-10728,-1862
2355,-1952,727,5,-3279,12801
27933,-2045,825,2,-2982,-8109
-7002,14484,830,10,6262,-12609
10776,2316,841,3,10776,2316
28429,11627,732,2,-10555,2691
1127,15433,725,15,6420,1530
13253,3207,731,11,6816,7148
28820,2497,747,8,-9469,-821
19149,-7075,732,4,-2745,20500
23129,3443,725,1,1302,16730
25426,1955,732,8,-3976,9786
-5068,-4291,744,7,-8556,7415
25475,6772,744,1,2499,8820
27791,12224,716,2,-3839,-5676
12898,22822,843,10,7984,19721
20567,5935,737,2,7881,19950
5964,15250,733,9,8055,20549
1597,10210,738,14,2861,6675
6518,15193,831,3,6518,15193
5409,20800,746,15,4112,6143
25186,-6567,745,10,-11561,10092
16027,24474,837,9,4565,20984
-3994,-2311,704,12,-7272,3612
15051,18017,726,10,15237,20260
27046,14578,707,0,14584,-12966
28196,12504,731,2,-6257,-6697
-4472,15704,706,15,2597,-4651
19545,23580,838,13,-1266,7199
15790,21482,835,8,14390,20794
29004,2041,837,0,-2472,-4595
19330,24003,836,15,-7,-7102
19504,23763,840,13,-1920,5108
6348,3089,735,12,6348,3089
14983,21025,839,4,13073,19461
20369,9696,738,2,10325,17393
17391,-13678,724,11,-7588,-8640
29174,7400,725,3,-8580,-4813
4722,19465,838,3,4722,19465
27723,9136,705,1,-379,-5762
23449,20010,845,13,22442,19712
4808,25231,740,15,-6772,9180
28910,4966,709,4,-1195,-12891
29020,4768,726,8,-8555,-5018
28403,9387,703,3,5639,-12498
16084,23027,842,12,7487,6923
7717,25952,740,13,-2394,20277
12417,21234,827,10,9034,17403
25421,6571,732,3,1679,7931
-3758,12844,843,3,-3758,12844
-9437,16365,716,13,-2844,-10742
22222,2440,731,10,1739,7560
3133,375,742,7,-543,6701
13618,-5309,842,2,1163,17211
17457,-12678,719,7,-3563,-10665
5985,12380,835,6,12692,1799
25808,6917,731,2,2735,19692
14655,-13616,709,12,6296,-14934
19982,23814,843,13,-8703,7587
18204,23553,826,13,6276,3400
-6066,11544,742,5,-1531,20383
28742,5379,733,3,-9705,7064
13894,19893,832,4,12221,17669
27219,5391,724,1,-5147,11271
18402,17740,728,8,17582,18975
21277,9958,717,2,8676,16039
28277,5519,708,4,2385,-10989
22709,20426,841,14,21725,20097
28765,7549,732,1,-9419,4977
23680,5250,723,6,7267,2359
3457,-12737,731,12,-5391,-8036
24998,9417,720,0,3743,16617
4856,-8221,741,6,-965,21405
12558,22331,848,5,9570,2466
7551,20741,744,5,9606,22460
4322,22156,843,10,-2753,6522
-661,4933,735,12,-661,4933
16336,4298,744,2,10585,22451
1388,1428,731,12,-1313,5844
28378,9443,744,0,-3312,19249
12382,3195,746,3,7539,20872
19202,17486,745,1,18232,18893
8864,15112,837,1,9567,17408
-6486,15699,744,14,-7882,9429
28884,3816,737,3,-9995,5481
28905,4288,721,4,-5325,-9098
-661,14744,715,14,-661,14744
26999,-3850,844,2,-7005,-1283
10562,20648,723,15,9155,16874
7113,-4412,825,3,7113,-4412
3864,19211,838,4,228,8529
21602,1908,708,8,-631,10444
11285,22162,838,11,12043,710
7929,20239,708,7,9393,21895
2239,25572,740,15,-9717,1075
10249,17197,710,3,12972,22373
16031,-12331,825,1,5529,-12973
22847,-169,726,6,-2399,6391
22550,-2944,709,6,-6402,7045
25973,9472,718,3,8437,518
9708,10637,703,11,7963,14007
27352,11983,730,0,-3592,7753
4193,-11205,730,5,-9557,9373
27915,10174,711,2,-8388,8760
14025,23165,828,14,13878,659
27534,6913,708,1,-5821,3617
27801,13584,718,0,-2246,-12964
17552,22590,840,11,10508,18192
18042,-11995,727,7,-2825,-10387
25897,9793,726,1,6510,3021
-358,17890,717,15,1592,1490
25630,-4355,742,6,-9746,3476
15343,-3676,712,7,4481,-1784
13835,21339,740,6,15639,22625
2703,13773,844,3,2703,13773
13308,21781,724,9,14478,22637
22549,20992,847,13,19733,20668
19573,21809,834,14,14301,18735
29374,5442,738,3,-9677,-1709
14488,23491,831,5,4622,12683
27904,12674,721,0,-9351,-1089
26722,11422,746,0,2458,9507
28535,9929,707,1,1642,-13043
18795,22218,826,11,14485,20526
-98,16323,739,7,2420,20272
2164,-2206,734,7,-2387,4914
-2458,-10421,742,5,-11046,7909
26717,11528,704,2,-300,532
10281,4657,746,11,6819,8314
13832,23228,845,6,8327,20534
2206,20597,743,12,2206,20597
47,-1728,848,1,-3756,7144
13587,21451,841,7,12184,5759
28757,3277,726,6,-962,-11219
10743,-5628,731,9,-3645,8351
28724,5140,719,10,5017,-12853
13706,25455,827,12,3014,-7420
29120,8810,737,1,-3033,-9287
18967,-6703,705,7,5311,-7854
8795,-1517,745,10,2141,19144
28539,6345,715,8,351,-10446
17459,24118,827,11,8512,22766
-592,7189,738,9,504,17542
7980,-4468,748,6,643,19563
14854,25687,830,14,6262,-12609
20087,-2088,721,6,-2959,10756
24874,-3988,841,2,-4963,3555
9750,21248,848,10,4824,13680
6265,-13736,740,5,-9747,-475
10977,-419,747,8,4822,20581
10178,25909,824,7,6446,-11224
16285,23116,844,14,10113,2865
18823,-3433,732,10,-2361,15191
15000,-13971,742,5,-5534,-9060
15011,22330,736,7,15414,22524
18526,22960,849,12,7268,16948
28661,3654,708,10,686,-12677
-4677,17116,709,13,-2868,-1809
14235,25603,844,11,-6612,1513
4858,20752,742,14,3610,19001
4561,8856,837,1,4255,13469
27584,3950,703,10,2980,-9472
28411,11539,744,0,-8988,8582
3571,8808,741,7,3119,13183
19494,-1863,844,2,2345,10620
1879,19698,835,4,-2613,6726
16488,23824,840,12,2535,8047
16948,22420,827,5,11378,18356
3051,19750,832,3,3051,19750
875,24206,737,13,-8052,2787
14396,6939,827,0,11442,18025
16930,23191,839,7,7636,17002
11755,16157,832,1,12221,17669
18468,17485,719,1,17245,18939
25935,9365,739,2,2997,12593
-1877,-5258,710,12,-6496,438
26541,12349,728,0,1947,6397
12514,20719,726,6,14678,22653
28236,6039,705,4,4904,-11815
25011,-4409,710,9,4522,-12183
19952,20674,839,9,17983,19292
20435,20560,825,3,20435,20560
20347,-2822,703,6,-5207,9159
16349,2895,715,11,9461,4100
3588,15395,733,11,5991,20399
10346,-15170,725,11,-11627,-671
27825,6458,704,3,-5268,-1547
-2928,-10605,712,14,-2928,-10605
15057,22960,830,14,11347,3412
28880,5362,706,10,7935,-14820
27461,872,723,4,-9543,3354
28071,9790,735,2,-5755,8594
22887,1236,832,2,6474,3826
6180,24829,744,13,-3448,15011
19001,23550,833,13,2462,5858
22245,20191,847,10,21881,20083
28626,10820,708,1,8404,-16027
19187,23831,829,13,-516,12834
18139,-46,718,4,246,14380
-1101,12852,706,15,7349,-899
5280,-11144,737,5,-8011,1451
-6213,773,724,5,-4574,18421
14176,16754,709,8,13909,19930
4274,19433,836,4,385,9484
19564,19567,845,2,20555,20281
4526,22834,725,13,-937,15387
14041,23614,827,11,3669,10046
3846,25499,742,15,-8550,5732
12108,21925,840,11,11580,2490
3005,15646,713,7,4837,19840
16997,24480,846,12,-2783,8475
20504,23391,849,15,-6197,4881
24269,-3016,730,6,-7580,8434
-2776,-6655,747,5,-8521,10017
28577,11159,737,2,-8517,-215
15846,25590,828,14,-5184,-5591
28695,8174,745,2,-4616,18588
-9728,10532,705,13,4290,-10932
12851,23237,834,9,4055,8782
28285,8989,733,0,-1351,21651
11642,20213,831,4,9241,16952
3066,5954,703,7,1088,12977
5486,10708,827,1,5734,14531
16562,23451,841,7,5830,15633
11501,-12797,717,7,-7019,-4321
13845,23061,825,9,5868,13658
-5871,8328,832,8,-303,-6415
25808,7885,747,1,3941,6444
-7383,15736,833,10,5105,-13300
14524,23105,836,9,5435,13683
12806,978,711,6,2031,15558
2914,25176,738,15,-8194,3676
24909,-282,732,3,-1966,19388
-6539,3119,724,7,-5084,16879
5927,-9507,838,1,-3235,-3101
14246,-7701,840,2,-975,17885
7457,13047,827,1,7782,15816
17899,20776,825,3,17899,20776
3425,-1378,726,5,-2586,12174
16196,21968,828,6,13475,20473
28379,2221,729,4,-10083,30
10283,18018,724,4,13063,22306
25488,956,720,4,-5696,5607
23790,2038,724,6,672,3176
25839,3193,711,10,1203,-2767
3570,24666,733,13,-5253,16176
16987,23862,837,14,2661,6743
11666,22651,835,9,6017,4777
10829,11649,845,2,13088,19622
15485,23335,836,9,6598,17099
23383,-3342,741,3,-1590,20357
24527,6523,707,6,10877,-167
25824,-1269,747,8,-6890,11606
14680,24697,828,9,1890,18547
17363,23141,848,12,5032,10938
-161,6404,718,7,-134,15861
17832,-2903,726,8,210,19455
-3776,-6929,715,14,-3776,-6929
-5643,4988,709,14,-5643,4988
19104,3792,710,9,10468,3431
6217,9013,727,4,8605,21956
5980,22720,838,8,1028,18789
2271,22828,735,12,2271,22828
18085,24755,847,14,-9459,8660
-6141,10897,742,7,-3265,17785
2174,637,715,14,2174,637
12896,12873,746,0,15010,22335
25449,870,739,3,-3584,14530
23315,6387,707,2,3747,18773
28957,8717,715,3,-1607,-12677
460,15466,719,13,3418,2955
17399,24909,840,14,-7986,4433
-1626,20916,734,14,-3954,17635
29292,6830,741,1,-10256,1941
15700,-4333,722,10,-1680,16855
6379,-14152,739,5,-10079,-779
3475,-4578,739,11,-3307,4232
28830,6820,731,1,-9969,7961
27953,12459,730,0,-9083,4517
18440,24278,825,15,2330,-3422
14328,-10438,722,5,-6744,-1133
-5794,12407,732,14,-5794,12407
15031,24275,839,11,546,10931
13884,7317,705,1,7998,19425
-7933,8754,711,14,-7933,8754
6650,21461,840,8,2762,17645
-12947,6432,705,13,8873,-14792
10632,-14627,712,12,1390,-14083
27908,1559,712,6,-3940,-8107
11075,-3710,705,9,-1991,6052
18504,22502,826,14,11313,17899
-7082,8589,825,8,-1786,-6634
-164,15974,727,12,1030,18759
26444,3401,708,8,-4223,1114
23394,-8187,719,9,-4255,-10375
-2345,20237,732,14,-2345,20237
-3913,1785,723,12,-5846,7672
10624,21813,824,5,10050,2635
28915,4664,708,6,6758,-14720
28599,7082,720,3,-6603,-3097
28676,1227,735,8,-11310,238
-196,22024,738,14,-2618,19285
4043,604,714,9,-808,14352
-300,6641,728,14,-300,6641
6280,-3805,827,3,6280,-3805
29444,4951,741,3,-10840,1224
29393,6376,745,1,-11118,3528
17788,23317,849,11,7939,19419
25268,-1238,710,4,-8436,8005
6861,-2427,717,12,2582,53
27127,4953,727,1,-4710,12922
28345,5870,705,8,-316,-10431
27416,-2151,735,6,-8081,-4673
28889,5367,745,1,-8834,9516
15342,23183,837,14,11685,1674
23649,-327,730,10,-3592,7753
6281,25546,738,15,-5712,14094
-1471,15355,733,14,-1471,15355
1,-9055,735,7,-7614,1057
3432,-12450,703,14,3432,-12450
14518,23885,840,11,2535,8047
14324,25319,842,7,-3783,1514
5343,-8246,744,6,-920,21530
10512,21371,708,12,10974,21867
27986,878,743,8,-9806,4248
12162,21341,729,12,12574,21779
5102,11492,743,4,9427,22393
-11183,4559,746,12,-11183,4559
17925,21801,826,7,13496,18265
8919,12773,836,10,12861,5072
14318,23256,830,5,4936,11861
1383,-9431,732,7,-9019,7164
26807,-4698,743,6,-12118,2242
13054,22293,724,14,13054,22293
7969,-5308,827,2,1851,19868
20206,-1504,710,9,5332,-2387
19425,22903,845,13,7324,5900
12073,16773,735,2,15316,22522
15546,23242,848,7,5108,9051
17052,21210,746,15,16433,20138
-4841,19383,704,15,-4093,-3932
-1248,24088,730,15,-10587,1422
-4079,22686,725,15,-8554,-5147
2862,12250,727,11,4227,18521
6712,2616,746,5,2458,9507
-8810,10152,740,12,-8810,10152
13295,26055,845,9,-9669,6671
28536,11009,742,2,-7428,985
21752,20806,840,5,20351,20504
6528,18964,747,13,6717,8541
-4725,17595,748,14,-6657,12231
28342,1076,842,0,-4421,383
25833,-1665,831,2,-578,-1790
4411,21926,736,15,809,6185
14221,4156,842,0,9864,18432
13390,21571,741,12,13390,21571
28625,8406,722,1,-7534,-1787
28489,1279,722,6,-6377,-8248
26460,1551,714,10,-3775,-2269
-10065,12649,744,14,-10528,4366
-383,20885,838,6,-1175,-5962
22085,17451,846,3,22085,17451
24726,3747,837,2,11685,1674
11398,22805,832,6,5488,17901
-1315,22093,841,10,-6111,-4847
28777,10093,746,2,-8635,10288
18956,23705,846,14,2328,18563
21478,3663,709,3,1492,13551
26459,7142,739,2,686,17340
20518,20934,846,10,19659,20669
6521,-14248,830,3,6521,-14248
6882,21888,836,6,385,9484
13082,22774,830,12,13391,861
16996,23096,748,15,15496,22584
10061,26282,829,9,-5453,-5134
4717,20649,835,10,298,6984
2345,24666,727,13,-6846,15101
27914,12756,715,2,-1080,-12098
13843,21939,740,7,14400,22274
23338,7643,704,0,4654,19095
24607,2354,705,8,-3266,5848
27561,13344,706,2,7590,-14520
7107,16720,704,7,7879,19309
22831,20216,849,11,21999,20014
19746,1099,704,7,12828,-737
12135,21824,730,9,13750,22883
26788,2875,719,8,-6135,3356
-2496,23231,733,13,-11031,3211
7129,21185,842,4,2087,14244
11870,-9055,708,5,-5766,572
9328,18584,703,10,11799,22361
20473,-10032,730,5,-4668,-8499
21684,20820,826,11,20763,20437
24246,8713,708,8,10880,3179
20095,22557,834,13,9653,17402
30032,3169,837,0,120,-11723
11035,21308,706,5,12183,22429
10363,25857,826,7,6650,-10858
17490,15780,745,0,16379,20141
11836,-13711,740,9,-9747,-475
25600,-4463,720,9,3779,-12838
28005,12853,725,2,-1352,-10885
-1043,22088,717,13,-7249,7292
14961,1992,829,1,11531,3244
-7501,-4574,734,12,-7501,-4574
20182,23255,840,13,2762,17645
29212,2781,832,0,455,-7617
19234,-2470,727,10,-2254,13675
5267,-10354,828,3,5267,-10354
16770,18926,834,2,18358,20552
17989,1384,732,10,2431,13391
11984,20098,715,4,14228,22556
8028,9304,831,3,8028,9304
26614,10828,737,2,2952,6310
18431,23748,838,5,11165,23495
266,576,716,7,-3111,11669
27281,11039,737,0,-1802,9440
21736,615,731,6,-415,8066
19508,-2962,711,9,2857,-2491
-1940,3602,719,11,-2357,15695
18973,24254,832,13,-5424,-1499
3820,11854,715,13,9461,4100
11297,24335,844,4,5758,22372
11048,21054,703,5,12114,22211
27020,11035,723,0,-2772,11780
-9979,-1474,746,7,-10352,11512
11135,-7969,704,5,-4850,1532
21152,20587,835,6,20599,20353
17138,19098,827,3,17138,19098
16405,18800,830,2,18001,20571
22404,-8642,707,12,17480,-12379
14337,24802,845,9,-1999,12742
27679,13814,714,0,1875,-14967
-1491,3244,837,3,-1491,3244
27704,-50,706,9,15848,-12512
3442,9884,728,9,4386,18759
24059,1621,727,1,508,19704
9524,24084,731,15,4491,20497
29060,3557,741,3,-10551,6963
16371,22448,746,12,16371,22448
11308,12795,707,2,12612,22312
6684,15458,711,6,9859,22081
18804,22496,846,11,12795,20325
27999,-1429,834,2,-747,-8000
-2290,17712,837,8,-5951,5597
27883,8060,714,1,-4829,-304
13444,3564,714,4,4766,17211
-2318,10081,713,14,-2318,10081
21550,-8726,707,12,16437,-12166
26701,-3178,713,5,12770,-13961
18644,23664,844,12,6308,20735
28482,11335,747,0,-8474,10982
1947,6397,728,14,1947,6397
24517,-3413,747,4,-7347,11585
6744,22930,842,3,6744,22930
17938,23310,844,12,5094,15634
8028,26100,824,5,7086,-13394
14795,25041,826,7,-2202,13337
27190,13439,706,0,819,-8348
-3220,22806,727,13,-10984,2233
28062,3995,704,6,4954,-11853
11627,260,733,7,4056,5184
17272,24239,837,12,-142,15180
27932,12792,722,0,-9425,-2507
17195,22928,837,7,9098,17666
26118,-4990,849,2,-8143,3229
24740,-497,739,3,-2433,16646
8899,20192,712,14,8899,20192
6362,26235,824,5,12810,-13929
-932,20942,742,14,-3265,17785
28237,12027,724,2,-8424,-4371
5215,14192,841,4,6811,4626
25061,321,705,6,-3317,-752
9335,20476,825,10,5868,13658
8969,24136,737,13,2801,19084
11894,17367,829,3,11894,17367
9120,17589,714,6,11792,22076
-5022,14163,827,4,-917,-6205
-1078,-11901,714,14,-1078,-11901
-42,20017,714,13,-2997,6935
-10486,15584,710,15,3747,-14018
5402,10039,843,4,10747,1479
19702,17496,836,2,19992,18713
28456,9490,715,1,-2184,-8800
29721,2348,824,2,12810,-13929
7992,21518,746,14,7004,20368
11938,-9894,721,5,-6805,1496
25936,-5852,714,9,1875,-14967
26077,11913,717,0,2067,8270
26103,7934,722,2,655,17206
13999,22120,719,7,14652,22560
-980,-919,743,9,-3688,14523
28590,11840,747,0,-11014,7663
23309,704,729,4,-2549,9973
-1691,9489,703,14,-1691,9489
27704,10228,706,1,4706,-7594
27172,1134,729,4,-8440,4701
2993,24327,839,6,-8145,2726
28647,6962,723,3,-7365,-1529
1258,21419,707,13,-3406,10792
9153,22746,732,13,5601,19084
28784,8237,725,1,-8560,-1153
14547,25717,844,7,-7005,-1283
30061,4163,835,0,4361,-13903
28684,11703,747,2,-8758,-2821
16875,24161,831,14,1029,9437
11680,-1229,746,4,2922,19335
21932,790,748,4,376,9811
22516,20973,849,13,19570,20466
22008,18432,842,11,21953,17458
20678,21891,838,14,15928,20886
12635,2082,729,8,5191,19769
-4186,20809,718,15,-4957,-4236
26198,5851,710,4,5162,-3591
19419,21156,838,14,15546,16952
2814,-2795,722,11,-3785,10090
27609,12549,711,0,-8417,-35
28047,-479,840,0,-7110,5374
133,14707,833,3,133,14707
28202,653,726,10,-9353,-2525
13075,24447,825,7,1196,3912
20803,22885,846,15,4445,18716
-1776,16880,846,8,-4422,4470
9990,24485,837,6,699,18423
2469,-4687,727,11,-5168,9868
11644,-13964,711,12,2809,-13839
-2721,1710,735,12,-2721,1710
15676,24173,839,11,1923,14602
28196,7490,735,2,-3891,17714
-4808,21366,727,13,-9152,-2203
4069,9410,828,8,7205,2623
27360,4561,742,3,-3585,5626
13419,25211,836,7,-1529,-1105
22203,-4340,745,3,-155,21551
12185,25648,837,11,-599,-6538
12902,20794,730,10,15076,22672
28248,12379,731,0,-11768,6486
18459,-11643,729,11,-4717,-8596
27444,12364,708,0,-6586,1482
18532,20544,836,3,18532,20544
2242,-12052,743,5,-10163,3887
-772,24895,733,15,-11859,2292
2897,24344,704,15,-5280,15080
26318,4567,703,10,5311,-5624
28425,9597,714,1,-1410,-9382
27589,10675,731,2,-4002,9183
16058,22763,836,9,8936,17505
11323,-6123,728,9,-4033,7492
22634,-3803,737,8,-4718,15455
19854,22033,846,5,15801,21112
11855,22025,837,10,7404,17775
20541,19652,841,0,21515,20220
6885,22867,827,6,-795,11835
15245,18579,825,10,14555,15998
20055,22808,848,15,6033,6758
28755,1313,845,0,-4376,-1253
10244,11242,715,9,8525,15761
18839,23001,846,14,6780,16274
20620,23245,846,15,-2992,14593
28279,9711,745,0,-3685,17679
14083,23165,719,15,12434,22197
27175,1095,713,4,-9008,1714
17046,23165,845,7,6626,16026
2141,19144,745,12,2141,19144
-2209,15063,722,12,-992,18278
27387,1825,726,4,-7917,2135
25728,14152,703,0,12115,-414
13300,23529,748,15,9562,21115
-6962,10826,737,5,-2427,20167
18681,21316,829,14,14838,16335
27502,2522,737,1,-5748,15882
10778,19431,717,4,13495,22636
15708,20092,735,12,15708,20092
7528,2169,722,14,7528,2169
-4811,-3159,841,3,-4811,-3159
-2548,18959,843,4,-5654,-1518
-9738,-1721,739,14,-2960,-9577
12485,19472,824,8,11029,17637
1542,13806,742,5,3681,19213
27645,13406,708,2,6758,-14720
7056,8782,845,8,10515,3371
29037,8672,720,1,-9317,-5710
28530,11242,736,2,-8219,-1139
21922,-3717,746,4,-4569,13697
1893,23316,744,14,-508,21273
27548,11022,719,2,-5007,4684
15337,-3527,708,7,4754,-1952
19594,23578,836,15,259,7506
28075,545,845,0,-4680,2829
8574,23520,827,9,6280,-3805
-1602,2916,708,12,-3425,7502
26692,-2753,705,11,16564,-12191
10644,-3650,706,9,-2092,6559
-8318,1490,836,3,-8318,1490
17754,22931,825,12,9680,18180
-6939,18235,747,14,-9555,12096
-6986,20095,718,15,-3712,-10266
18242,24403,828,13,2008,-5231
10773,21197,704,5,11930,22367
28758,10857,736,2,-10875,2518
13325,22451,847,11,9512,3488
3905,-9699,831,1,-5000,-2303
29264,5132,733,3,-11755,8305
28663,8614,712,8,12545,-13327
802,19949,728,14,802,19949
9060,-7500,725,9,-5810,9029
1691,-4485,722,11,-5356,10090
16269,-7436,737,6,-4984,14778
2237,274,713,7,-2318,10081
23773,1343,713,4,-2919,6388
16880,24522,831,7,3159,20958
26621,12023,735,0,3180,5601
23465,-7593,729,9,-4213,-9178
28767,4312,740,3,-8929,4208
10212,25728,738,13,3215,23327
27328,805,739,8,-8291,4546
27208,-810,741,4,-9290,3418
14113,-5689,739,10,-1883,16697
7335,2183,731,12,4428,4578
22748,20709,846,13,20640,20284
15544,22302,742,11,15998,22525
11403,1342,841,3,11403,1342
28652,2644,727,4,-9463,-2707
6013,19441,844,4,2345,10620
26370,6678,729,3,-148,5523
19867,23620,828,15,776,18278
19333,23781,825,13,1059,17514
-551,11287,710,14,-551,11287
26325,-2394,747,4,-9227,8692
12226,1156,713,6,2340,16141
8111,23057,712,13,4652,19654
78,-12740,748,7,-9987,-828
11815,25961,846,9,-5705,-3569
10295,-13872,742,9,-10287,1338
25609,-5299,748,10,-10897,8529
11700,1804,703,4,3040,17929
20818,22118,837,15,12782,19089
17061,-3521,733,8,1149,20312
15179,23094,846,12,10194,2211
4547,20321,849,1,7401,22566
26045,5171,716,3,-2762,6867
8133,22813,830,6,708,13745
8122,1422,730,10,4281,20311
9084,21010,825,9,10826,1267
9066,22916,848,6,1127,13301
26181,10825,709,0,-694,11115
703,-11451,745,9,-10079,10504
24901,8688,705,2,1282,13680
24278,1988,739,8,-1059,6953
6209,19337,846,4,2626,10556
2751,9746,704,9,3215,18138
13362,25820,832,7,-5424,-1499
2987,18062,748,11,5478,21165
28160,10839,706,1,7850,-12737
2045,23503,846,4,-8098,10432
4483,-14930,709,14,4483,-14930
21396,20404,836,8,21183,20332
14626,25093,830,12,-174,-2345
-6966,11015,707,13,4101,-7316
17574,10545,825,0,14555,15998
28854,7080,717,3,-7598,-4675
3725,15504,709,11,5468,19865
4789,-3389,728,9,-3123,13319
20240,23243,835,15,3992,18703
16485,-4187,720,10,-2128,16098
17442,-5056,710,5,1674,-3195
9751,9934,837,2,11425,19582
9263,26515,840,9,-199,-11805
16045,24498,839,11,1517,17166
-11421,7672,716,13,9109,-13503
4914,17420,715,14,4914,17420
9893,18867,720,10,12799,22515
28055,3158,728,8,-8837,2739
3716,14540,737,5,5223,18911
20583,22697,847,13,5568,16498
28528,11800,746,0,-9857,7167
11988,25319,829,7,1634,-5059
26648,12636,719,0,1061,2388
8339,25607,729,13,2406,23260
20286,23354,843,15,-2311,11604
24673,-1723,721,4,-6975,11050
28307,2166,736,8,-8219,-1139
26110,13215,711,2,10814,-663
22504,19964,841,6,22219,19830
16487,24014,846,12,956,4003
5930,24394,720,15,-1594,17584
28771,6418,738,1,-8734,3516
10211,19885,719,11,11412,21449
11294,19565,733,6,14029,22487
24090,-1894,734,4,-5795,7897
-7366,-7476,748,5,-10960,12558
-1021,11494,826,1,554,16993
21751,-8367,708,7,6191,-12567
2215,-1700,841,1,-2017,5732
27462,-2252,835,2,-3223,-5625
28863,4174,720,4,-5240,-8983
3970,-5716,716,5,-5595,9603
21951,19467,844,2,22385,19737
16063,20910,839,3,16063,20910
63,16828,736,12,63,16828
4309,6935,747,10,6760,21555
-4682,3899,825,8,4240,-8205
15997,17007,737,1,15869,20154
27155,12203,705,0,-5068,2222
28290,7854,743,2,-2932,18221
8229,23453,847,3,8229,23453
18438,-12035,729,9,-11093,-748
28415,4732,725,8,-5692,-4096
-9353,-2525,726,14,-9353,-2525
-954,22481,747,14,-3842,19432
18164,-2937,746,3,3050,21171
28423,2180,721,10,-5811,-7311
27918,7598,718,3,-1717,-2447
24194,-3406,840,2,-3086,3993
9722,-4705,710,5,-2546,4707
16646,24704,836,14,-1778,2007
9735,-13601,730,11,-10255,1048
9616,20824,704,7,10678,22017
-3738,9893,832,8,38,-3170
26755,758,840,0,-1920,5108
14751,-13308,741,5,-4763,-8357
22022,3244,742,6,5740,4597
-6512,15606,826,4,-3652,-7421
26873,12384,716,0,-1448,2804
8612,-12268,726,7,-8249,-410
7691,23226,727,15,2672,17517
937,12771,734,7,2015,16867
15123,23776,827,12,4486,6154
584,17152,837,1,3498,20963
2868,12306,712,9,4652,19654
28928,4419,708,6,6097,-15052
27917,12897,729,0,-7564,-1229
15666,24753,841,9,2010,19777
12364,-11054,704,12,5111,-11162
4724,9920,824,3,4724,9920
27885,2577,731,8,-9154,5377
13950,9526,720,0,12566,22241
28301,10029,704,3,9471,-12783
780,18192,846,8,-2783,8475
3895,-8152,718,5,-7303,8997
18963,22857,841,13,9704,5380
28046,12367,727,0,-10004,4412
28158,9782,709,1,1077,-9599
21710,20377,838,4,21465,20267
12234,17038,737,2,15519,22557
27975,12939,724,2,169,-11725
16002,25213,831,14,-3073,-3667
10810,-13656,729,11,-9931,-197
-12781,11829,706,13,2600,-14822
